lane,shipment_count,total_emissions,average_emissions,average_utilization,average_speed_kmph,average_transit_time_hrs,average_co2_per_ton_km,hotspot_tag,recommendation_summary
Raipur - Panipat,18,8566.1,475.8944444,66,49.45555556,21.32222222,0.062220278,Normal,Monitor performance
Raipur - Patna,7,1549.9,221.4142857,68.14285714,49.95714286,15.88571429,0.081573,Normal,Monitor performance
Raipur - Prayagraj,9,7884.8,876.0888889,63.33333333,50.18888889,34.23333333,0.038349444,Low Utilization Lane,Improve load planning and shipment consolidation
Raipur - Pune,10,12192.4,1219.24,70.6,49.45,42.39,0.0954263,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Raipur - Purnia,8,3154.9,394.3625,67.75,49.4,21.0375,0.0451925,Normal,Monitor performance
Raipur - Rajkot,16,6938.4,433.65,71.4375,49.59375,20.28125,0.051966563,Normal,Monitor performance
Raipur - Ranchi,8,6855.7,856.9625,73.125,47.275,40.075,0.046766125,Normal,Monitor performance
Raipur - Ratlam,11,459.5,41.77272727,68.90909091,49.50909091,5.354545455,0.069771,Normal,Monitor performance
Raipur - Rourkela,8,9229.2,1153.65,65.25,53.375,45.6375,0.07511475,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Raipur - Sagar,9,4238.3,470.9222222,71.22222222,50.47777778,22.31111111,0.050487667,Normal,Monitor performance
Raipur - Salem,11,2359.6,214.5090909,72.18181818,50.13636364,12.03636364,0.056115727,Normal,Monitor performance
Raipur - Sangli,11,11275.9,1025.081818,68.36363636,51.30909091,50.23636364,0.050634909,Normal,Monitor performance
Raipur - Shimla,7,1679.8,239.9714286,61.71428571,50.54285714,16.77142857,0.032742286,Low Utilization Lane,Improve load planning and shipment consolidation
Raipur - Siliguri,10,10513.8,1051.38,66.9,51.79,45.22,0.0371819,Normal,Monitor performance
Raipur - Sonipat,9,2862.8,318.0888889,61.44444444,47.1,23.56666667,0.047386333,Low Utilization Lane,Improve load planning and shipment consolidation
Raipur - Srinagar,11,7031.9,639.2636364,61.63636364,52.58181818,27.44545455,0.088591182,Low Utilization Lane,Improve load planning and shipment consolidation
Raipur - Surat,11,8043.4,731.2181818,66.72727273,47.08181818,34.7,0.054131818,Normal,Monitor performance
Raipur - Thiruvananthapuram,7,2413,344.7142857,60.71428571,53.02857143,15.62857143,0.045305,Low Utilization Lane,Improve load planning and shipment consolidation
Raipur - Tiruppur,7,6523.7,931.9571429,73.14285714,54.7,38.3,0.042881714,Normal,Monitor performance
Raipur - Trichy,15,12695,846.3333333,68.8,48.59333333,46.76666667,0.0295824,Normal,Monitor performance
Raipur - Udaipur,6,5448.3,908.05,69.66666667,50.23333333,51.6,0.036349,Normal,Monitor performance
Raipur - Ujjain,10,4845.1,484.51,78.9,47.32,25.16,0.0339559,Normal,Monitor performance
Raipur - Vadodara,10,8142.1,814.21,73.2,51.26,40.1,0.0327797,Normal,Monitor performance
Raipur - Varanasi,12,8754.1,729.5083333,59,51.96666667,29.825,0.047235333,Low Utilization Lane,Improve load planning and shipment consolidation
Raipur - Vidisha,17,23282.6,1369.564706,73.88235294,47.15882353,62.27058824,0.076859176,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Raipur - Visakhapatnam,14,14380.1,1027.15,73.5,50.19285714,38.69285714,0.054768929,Normal,Monitor performance
Raipur - Warangal,13,3910,300.7692308,70.15384615,48.18461538,18.3,0.058041769,Normal,Monitor performance
Raipur - Wardha,7,3090.9,441.5571429,72.85714286,48.54285714,28.18571429,0.029070286,Normal,Monitor performance
Raipur - Yavatmal,13,3102.5,238.6538462,74.84615385,49.43076923,13.73846154,0.045211308,Normal,Monitor performance
Rajkot - Agartala,8,4687.6,585.95,68.375,47,25.2625,0.061310625,Normal,Monitor performance
Rajkot - Agra,10,6804.9,680.49,77.8,48.38,26.66,0.0777192,Normal,Monitor performance
Rajkot - Aizawl,10,4071.5,407.15,74.1,51.29,21.54,0.0374435,Normal,Monitor performance
Rajkot - Ajmer,8,874.7,109.3375,66.625,52.0125,11.3,0.014485625,Normal,Monitor performance
Rajkot - Akola,13,2566.4,197.4153846,71.84615385,46.37692308,12.37692308,0.026900231,Normal,Monitor performance
Rajkot - Alwar,6,5508.2,918.0333333,72.5,54,36.45,0.056747167,Normal,Monitor performance
Rajkot - Ambala,10,1355.5,135.55,69.1,50.44,8.19,0.0712359,Normal,Monitor performance
Rajkot - Amritsar,7,4164.9,594.9857143,76.85714286,54.12857143,24.51428571,0.063205571,Normal,Monitor performance
Rajkot - Anantapur,7,5473.1,781.8714286,72,51.08571429,31.4,0.051673857,Normal,Monitor performance
Rajkot - Aurangabad,13,9410.1,723.8538462,69.07692308,47.39230769,24.57692308,0.065244308,Normal,Monitor performance
Rajkot - Ballari,14,6651,475.0714286,66.78571429,52.16428571,20.22857143,0.0619095,Normal,Monitor performance
Rajkot - Bangalore,12,5716.3,476.3583333,66.25,44.625,25.58333333,0.043963333,Normal,Monitor performance
Rajkot - Bareilly,4,2806.1,701.525,66,52.8,26.25,0.04976225,Normal,Monitor performance
Rajkot - Belagavi,8,4817.1,602.1375,70.125,50.4,33.3625,0.025190625,Normal,Monitor performance
Rajkot - Belgaum,6,2817.9,469.65,69.16666667,48.96666667,18.88333333,0.075206167,Normal,Monitor performance
Rajkot - Bhubaneswar,11,9525.4,865.9454545,69.81818182,48.32727273,30.32727273,0.058148455,Normal,Monitor performance
Rajkot - Bikaner,1,779.1,779.1,48,53.8,24.4,0.067547,Low Utilization Lane,Improve load planning and shipment consolidation
Rajkot - Bilaspur,12,5307.3,442.275,72.5,50.925,25.64166667,0.027625083,Normal,Monitor performance
Rajkot - Bokaro,8,4742.2,592.775,78.625,50.2,20.425,0.07114075,Normal,Monitor performance
Rajkot - Burhanpur,14,7022.2,501.5857143,73.71428571,51.91428571,20.21428571,0.063174286,Normal,Monitor performance
Rajkot - Chennai,11,11337.9,1030.718182,71.63636364,50.59090909,42.82727273,0.066443,Normal,Monitor performance
Rajkot - Cuttack,16,10367.3,647.95625,69.3125,51.06875,27.75,0.038120438,Normal,Monitor performance
Rajkot - Darbhanga,15,15739.4,1049.293333,71,48.16666667,44.54,0.056398467,Normal,Monitor performance
Rajkot - Davangere,13,9422.1,724.7769231,77,54.31538462,31.98461538,0.054266308,Normal,Monitor performance
Rajkot - Dehradun,9,5010.7,556.7444444,64.22222222,53.16666667,30.12222222,0.057731222,Low Utilization Lane,Improve load planning and shipment consolidation
Rajkot - Delhi,12,10943,911.9166667,72,52.79166667,32.50833333,0.057582583,Normal,Monitor performance
Rajkot - Dhanbad,9,2315.3,257.2555556,70.44444444,52,16.54444444,0.074296333,Normal,Monitor performance
Rajkot - Durgapur,11,7429.8,675.4363636,68,50.66363636,27.10909091,0.079181091,Normal,Monitor performance
Rajkot - Erode,11,11154,1014,69.45454545,54.50909091,32.54545455,0.042540727,Normal,Monitor performance
Rajkot - Ghaziabad,4,428.7,107.175,66,51.55,8.325,0.03469325,Normal,Monitor performance
Rajkot - Guntur,7,2401.9,343.1285714,69.42857143,55.42857143,12.5,0.067960714,Normal,Monitor performance
Rajkot - Gwalior,7,3159,451.2857143,72.85714286,50.11428571,22.88571429,0.038548429,Normal,Monitor performance
Rajkot - Haldia,18,17291.3,960.6277778,71.16666667,46.95,38.05,0.053067111,Normal,Monitor performance
Rajkot - Haridwar,16,9902.5,618.90625,66.125,45,27.6875,0.04775225,Normal,Monitor performance
Rajkot - Hassan,11,8772.1,797.4636364,72.72727273,47.88181818,38.96363636,0.062269909,Normal,Monitor performance
Rajkot - Hisar,9,2199.7,244.4111111,66.88888889,44.82222222,15.53333333,0.075926222,Normal,Monitor performance
Rajkot - Hoshangabad,10,8040.8,804.08,68.5,53.82,28.81,0.0681076,Normal,Monitor performance
Rajkot - Hubli,6,2634.4,439.0666667,74.33333333,44.53333333,33.73333333,0.033746667,Normal,Monitor performance
Rajkot - Hyderabad,7,2890,412.8571429,77.42857143,50.17142857,25.44285714,0.028874571,Normal,Monitor performance
Rajkot - Imphal,9,9790.3,1087.811111,68.66666667,48.02222222,41.04444444,0.059352111,Normal,Monitor performance
Rajkot - Indore,14,5737,409.7857143,65.92857143,53.12142857,22.15714286,0.057519357,Low Utilization Lane,Improve load planning and shipment consolidation
Rajkot - Itanagar,10,7234.2,723.42,75.7,49.79,33.57,0.0888078,Normal,Monitor performance
Rajkot - Jaipur,10,6245.9,624.59,66.9,49.36,29.03,0.0696917,Normal,Monitor performance
Rajkot - Jalandhar,12,9249,770.75,74.33333333,51.05,31.875,0.07470225,Normal,Monitor performance
Rajkot - Jammu,13,8905.8,685.0615385,69.30769231,52.09230769,24.62307692,0.072304769,Normal,Monitor performance
Rajkot - Jharsuguda,7,1490.4,212.9142857,59.71428571,50.04285714,13.3,0.062606571,Low Utilization Lane,Improve load planning and shipment consolidation
Rajkot - Jodhpur,9,11538.1,1282.011111,68.44444444,49.82222222,51.2,0.054731889,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Rajkot - Kanpur,10,12274.5,1227.45,71.9,44.18,48.95,0.0625324,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Rajkot - Karnal,9,4245.1,471.6777778,71.22222222,53.21111111,19.61111111,0.043309778,Normal,Monitor performance
Rajkot - Karur,10,8377.2,837.72,62.9,43.98,39.31,0.0642366,Low Utilization Lane,Improve load planning and shipment consolidation
Rajkot - Katni,11,9991.2,908.2909091,76.45454545,53.79090909,31.88181818,0.082656909,Normal,Monitor performance
Rajkot - Kharagpur,16,5798.6,362.4125,64.5,49.2375,14.85625,0.111037688,Low Utilization Lane,Improve load planning and shipment consolidation
Rajkot - Kochi,16,7866,491.625,75.625,51.78125,21.0625,0.054881313,Normal,Monitor performance
Rajkot - Kolhapur,9,5413.7,601.5222222,71.66666667,48.34444444,28.55555556,0.075065333,Normal,Monitor performance
Rajkot - Kolkata,11,2039,185.3636364,74.36363636,49.56363636,12.20909091,0.065329,Normal,Monitor performance
Rajkot - Kota,6,9307.6,1551.266667,74.33333333,50.4,44.71666667,0.109222833,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Rajkot - Lucknow,14,14974.4,1069.6,70.85714286,51.57857143,33.68571429,0.037274571,Normal,Monitor performance
Rajkot - Ludhiana,15,6532.9,435.5266667,69,54.8,19.95333333,0.0606408,Normal,Monitor performance
Rajkot - Madurai,11,4080.1,370.9181818,81,51.19090909,15.17272727,0.060086455,Normal,Monitor performance
Rajkot - Meerut,7,3244.4,463.4857143,75,53.5,23.07142857,0.060071714,Normal,Monitor performance
Rajkot - Moradabad,9,638.6,70.95555556,73.88888889,45.1,6.777777778,0.031094778,Normal,Monitor performance
Rajkot - Mumbai,9,3491.9,387.9888889,77.55555556,49.23333333,28.81111111,0.041193778,Normal,Monitor performance
Rajkot - Nagpur,9,1922.3,213.5888889,70,50.61111111,11.82222222,0.042780222,Normal,Monitor performance
Rajkot - Nashik,14,6483.2,463.0857143,68.35714286,51.25,23.82142857,0.042087786,Normal,Monitor performance
Rajkot - Nellore,10,11800.1,1180.01,67.9,49.75,43.57,0.0573871,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Rajkot - Noida,9,6418.2,713.1333333,74.77777778,50.62222222,27.02222222,0.085867667,Normal,Monitor performance
Rajkot - Panipat,11,1735.1,157.7363636,66.09090909,47.92727273,8.754545455,0.055289727,Normal,Monitor performance
Rajkot - Patna,9,5270.9,585.6555556,66.88888889,49.73333333,26.15555556,0.057622556,Normal,Monitor performance
Rajkot - Prayagraj,5,1721.5,344.3,58.8,49.58,20.54,0.0328386,Low Utilization Lane,Improve load planning and shipment consolidation
Rajkot - Pune,14,10165,726.0714286,77.71428571,50.93571429,29.8,0.051971857,Normal,Monitor performance
Rajkot - Purnia,7,6536.5,933.7857143,67.42857143,46.1,40,0.077404714,Normal,Monitor performance
Rajkot - Raipur,9,4367.1,485.2333333,71.66666667,50.75555556,20.04444444,0.042713889,Normal,Monitor performance
Rajkot - Ranchi,6,3816.8,636.1333333,63.5,55.63333333,22.83333333,0.030766167,Low Utilization Lane,Improve load planning and shipment consolidation
Rajkot - Ratlam,7,3648.9,521.2714286,74.14285714,46.07142857,23.37142857,0.039341571,Normal,Monitor performance
Rajkot - Rohtak,12,9849.2,820.7666667,68.33333333,53.78333333,27.93333333,0.058177667,Normal,Monitor performance
Rajkot - Rourkela,14,9475.3,676.8071429,72.35714286,49.25714286,33.36428571,0.034917,Normal,Monitor performance
Rajkot - Sagar,11,4896.1,445.1,69.36363636,49.10909091,18.66363636,0.089633727,Normal,Monitor performance
Rajkot - Salem,10,3285.6,328.56,58,49.39,19.79,0.0385316,Low Utilization Lane,Improve load planning and shipment consolidation
Rajkot - Sangli,8,7732.3,966.5375,64.625,43.975,44.75,0.06198475,Low Utilization Lane,Improve load planning and shipment consolidation
Rajkot - Satna,18,15267.9,848.2166667,75.72222222,53.55,32.95,0.053051611,Normal,Monitor performance
Rajkot - Shimla,13,4148.4,319.1076923,71.76923077,49.8,16.34615385,0.036917846,Normal,Monitor performance
Rajkot - Silchar,12,13290.4,1107.533333,73.16666667,50,43.83333333,0.0715485,Normal,Monitor performance
Rajkot - Siliguri,7,4293.1,613.3,64.85714286,44.71428571,46.65714286,0.023719286,Low Utilization Lane,Improve load planning and shipment consolidation
Rajkot - Solapur,14,6217.5,444.1071429,66.78571429,51.5,26.29285714,0.043197,Normal,Monitor performance
Rajkot - Sonipat,13,7816.6,601.2769231,59.69230769,55.00769231,24.91538462,0.076261462,Low Utilization Lane,Improve load planning and shipment consolidation
Rajkot - Surat,8,2691.2,336.4,69.5,45.1125,18.6625,0.074916375,Normal,Monitor performance
Rajkot - Thiruvananthapuram,8,3075.5,384.4375,76.5,48.3125,21.075,0.066157875,Normal,Monitor performance
Rajkot - Tirunelveli,15,6693.5,446.2333333,70.2,50.42,21.22,0.068501133,Normal,Monitor performance
Rajkot - Tirupati,11,5501.1,500.1,64.45454545,51.27272727,31.18181818,0.052764455,Low Utilization Lane,Improve load planning and shipment consolidation
Rajkot - Tiruppur,14,9588.6,684.9,70.64285714,49.22142857,26.89285714,0.069561143,Normal,Monitor performance
Rajkot - Trichy,8,5613.4,701.675,70.5,55.1,31.15,0.046851375,Normal,Monitor performance
Rajkot - Tuticorin,13,4061.6,312.4307692,70.53846154,49.55384615,16.67692308,0.048879154,Normal,Monitor performance
Rajkot - Ujjain,8,5291.1,661.3875,72.75,46.5,32.125,0.04748925,Normal,Monitor performance
Rajkot - Vadodara,7,3457.1,493.8714286,67,44.3,37.68571429,0.027194143,Normal,Monitor performance
Rajkot - Vidisha,14,14609.8,1043.557143,74.21428571,50.00714286,43.69285714,0.055852571,Normal,Monitor performance
Rajkot - Vijayawada,15,6142.1,409.4733333,69.53333333,49.08666667,18.80666667,0.057525333,Normal,Monitor performance
Rajkot - Visakhapatnam,6,2456.2,409.3666667,76.66666667,56.33333333,21.78333333,0.046384333,Normal,Monitor performance
Rajkot - Warangal,10,4650.8,465.08,73.2,46.09,23.05,0.0450183,Normal,Monitor performance
Rajkot - Wardha,7,3364,480.5714286,74,48.02857143,17.38571429,0.076109,Normal,Monitor performance
Ranchi - Agartala,7,6974,996.2857143,81.42857143,53.28571429,40.55714286,0.0332,Normal,Monitor performance
Ranchi - Agra,16,18266.9,1141.68125,67.625,47.44375,50.0375,0.067791063,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Ranchi - Ahmedabad,8,1958.9,244.8625,64.25,47.3625,14.3125,0.054781125,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Aizawl,8,1196.3,149.5375,71.875,46.675,13.5875,0.0281265,Normal,Monitor performance
Ranchi - Akola,15,13294,886.2666667,75.26666667,49.8,31.07333333,0.051377867,Normal,Monitor performance
Ranchi - Alwar,13,17730.7,1363.9,69.53846154,51.26153846,51.91538462,0.075713077,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Ranchi - Ambala,9,5535.9,615.1,78,48.02222222,30.35555556,0.068635222,Normal,Monitor performance
Ranchi - Amritsar,10,9726.7,972.67,69.7,47.65,47.92,0.0242003,Normal,Monitor performance
Ranchi - Anantapur,7,980,140,67.85714286,55.15714286,9.157142857,0.107742,Normal,Monitor performance
Ranchi - Asansol,15,7623.7,508.2466667,69.06666667,49.72666667,21.60666667,0.073579733,Normal,Monitor performance
Ranchi - Aurangabad,10,10442.9,1044.29,64.3,50.54,44.11,0.064411,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Ballari,11,9626.7,875.1545455,72.81818182,54.12727273,30.15454545,0.072490636,Normal,Monitor performance
Ranchi - Bangalore,8,1745.8,218.225,66.25,53.35,11.3375,0.031497375,Normal,Monitor performance
Ranchi - Bareilly,9,2474.4,274.9333333,71.66666667,50.11111111,15.73333333,0.034274667,Normal,Monitor performance
Ranchi - Belagavi,12,3146.9,262.2416667,72.41666667,54.74166667,11.46666667,0.076432083,Normal,Monitor performance
Ranchi - Belgaum,9,7895.6,877.2888889,75,45.38888889,43.31111111,0.054912889,Normal,Monitor performance
Ranchi - Bhopal,13,9483.5,729.5,69.92307692,50.20769231,27.62307692,0.049261077,Normal,Monitor performance
Ranchi - Bhubaneswar,9,9468.3,1052.033333,73.66666667,48.66666667,48.46666667,0.044007778,Normal,Monitor performance
Ranchi - Bikaner,8,9087.6,1135.95,71.5,55.9625,40.5125,0.0600665,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Ranchi - Bilaspur,7,7148.1,1021.157143,78,46.42857143,49.77142857,0.041940571,Normal,Monitor performance
Ranchi - Bokaro,6,1535.2,255.8666667,75.83333333,50.53333333,13.16666667,0.079395333,Normal,Monitor performance
Ranchi - Burhanpur,8,6698.3,837.2875,64.125,49.0125,32.5125,0.041212625,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Chandigarh,11,1223.6,111.2363636,72.36363636,52.57272727,8.227272727,0.064333909,Normal,Monitor performance
Ranchi - Chandrapur,10,3386.4,338.64,74.4,48.79,18.15,0.0959423,Normal,Monitor performance
Ranchi - Chennai,9,6568.7,729.8555556,72.66666667,47.76666667,32.25555556,0.041971,Normal,Monitor performance
Ranchi - Coimbatore,6,7561.4,1260.233333,73.5,47.58333333,51.95,0.042628333,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Ranchi - Cuttack,4,1001.9,250.475,56,44.35,15.05,0.07328425,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Darbhanga,11,5010.3,455.4818182,66.09090909,48.09090909,20.75454545,0.060467909,Normal,Monitor performance
Ranchi - Davangere,8,3389.2,423.65,74.25,51.95,17.4375,0.049820625,Normal,Monitor performance
Ranchi - Dehradun,11,2165.9,196.9,68.81818182,47.95454545,15.00909091,0.023317727,Normal,Monitor performance
Ranchi - Delhi,16,10773.2,673.325,64.4375,50.48125,30.60625,0.0749795,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Dhanbad,5,3526.4,705.28,69.2,49.6,28.42,0.039024,Normal,Monitor performance
Ranchi - Durgapur,7,6200.2,885.7428571,66.42857143,47.22857143,36.05714286,0.035946,Normal,Monitor performance
Ranchi - Erode,11,6524.4,593.1272727,71.81818182,46.65454545,31.99090909,0.036536909,Normal,Monitor performance
Ranchi - Ghaziabad,12,7467.6,622.3,64.16666667,52.13333333,28.55833333,0.0507505,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Gurgaon,8,4799.3,599.9125,68.75,51.8875,32.9375,0.030884375,Normal,Monitor performance
Ranchi - Gwalior,12,6254.1,521.175,73.16666667,50.84166667,22.01666667,0.07262275,Normal,Monitor performance
Ranchi - Haldia,9,4740.6,526.7333333,71.33333333,52.68888889,26.64444444,0.046914222,Normal,Monitor performance
Ranchi - Haridwar,10,9630.1,963.01,72.5,44.08,44.21,0.0858079,Normal,Monitor performance
Ranchi - Hassan,5,2183.3,436.66,82.2,43.3,22.86,0.0324628,Normal,Monitor performance
Ranchi - Hoshangabad,9,1398.1,155.3444444,69.66666667,50.11111111,14.4,0.02755,Normal,Monitor performance
Ranchi - Hubli,12,7146.1,595.5083333,65.75,43.23333333,29.8,0.043101583,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Hyderabad,8,6481.7,810.2125,73.875,51.25,44.0625,0.03505675,Normal,Monitor performance
Ranchi - Imphal,11,3590.5,326.4090909,72.81818182,45.94545455,19.81818182,0.061829909,Normal,Monitor performance
Ranchi - Indore,8,438.2,54.775,70.5,48.1625,7.1,0.022140125,Normal,Monitor performance
Ranchi - Itanagar,10,5629.2,562.92,71.9,49.05,30.13,0.039456,Normal,Monitor performance
Ranchi - Jabalpur,16,2536,158.5,61.3125,49.1,10.73125,0.059347563,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Jaipur,7,2142.4,306.0571429,65.85714286,48.04285714,15.55714286,0.041328,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Jalandhar,6,1511.2,251.8666667,66.16666667,51.83333333,17.31666667,0.030094333,Normal,Monitor performance
Ranchi - Jammu,11,7282.2,662.0181818,70.09090909,48.95454545,33.8,0.048076273,Normal,Monitor performance
Ranchi - Jharsuguda,13,11044.6,849.5846154,69.92307692,51.18461538,30.13846154,0.047539154,Normal,Monitor performance
Ranchi - Jodhpur,14,11843.7,845.9785714,76.78571429,49.33571429,33.49285714,0.073640714,Normal,Monitor performance
Ranchi - Kakinada,15,9964,664.2666667,62.46666667,50.44,31.00666667,0.044155933,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Kanpur,7,3153.4,450.4857143,65.42857143,45.62857143,29.61428571,0.032546571,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Karnal,7,2756.6,393.8,63.57142857,45.27142857,26.02857143,0.044418857,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Karur,8,2314.6,289.325,69,49.1375,16.8875,0.04927125,Normal,Monitor performance
Ranchi - Katni,10,2708.7,270.87,74.3,48.97,13.7,0.0539694,Normal,Monitor performance
Ranchi - Khandwa,10,11793.7,1179.37,72.9,53.23,41.26,0.0433904,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Ranchi - Kharagpur,4,3597.8,899.45,64,52.025,29.875,0.04606275,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Kochi,10,8102.4,810.24,61.8,50.16,28.93,0.084314,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Kolhapur,8,7725.6,965.7,69.125,51.8625,44.4625,0.040209875,Normal,Monitor performance
Ranchi - Kolkata,12,5276.6,439.7166667,74.16666667,50.13333333,21.49166667,0.044711167,Normal,Monitor performance
Ranchi - Kota,11,7080.5,643.6818182,71.18181818,45.53636364,29.57272727,0.107666818,Normal,Monitor performance
Ranchi - Lucknow,8,6421.8,802.725,80.375,55.125,28.0375,0.05439075,Normal,Monitor performance
Ranchi - Madurai,8,2592.1,324.0125,65.375,49.175,18.7875,0.03657025,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Mangalore,6,3566.5,594.4166667,68.5,52.13333333,28.1,0.058287333,Normal,Monitor performance
Ranchi - Meerut,13,12553.8,965.6769231,67.07692308,54.07692308,42.56153846,0.066878385,Normal,Monitor performance
Ranchi - Moradabad,11,5920.6,538.2363636,75.72727273,44.97272727,25.98181818,0.065526455,Normal,Monitor performance
Ranchi - Mumbai,10,12836.1,1283.61,73.4,54.39,38.49,0.0589018,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Ranchi - Nagpur,15,5857.3,390.4866667,67,49.36666667,18.7,0.058937267,Normal,Monitor performance
Ranchi - Nashik,10,5375.2,537.52,73.1,48.33,21.34,0.0747969,Normal,Monitor performance
Ranchi - Nellore,11,5497.2,499.7454545,74.63636364,54.95454545,21.32727273,0.065276545,Normal,Monitor performance
Ranchi - Noida,10,9372.1,937.21,78.8,48.2,50.63,0.0453576,Normal,Monitor performance
Ranchi - Panipat,10,3771.8,377.18,67.6,51.78,21.39,0.0229627,Normal,Monitor performance
Ranchi - Patna,3,1284.1,428.0333333,73.66666667,40.4,41.96666667,0.042343,Normal,Monitor performance
Ranchi - Prayagraj,5,4532.4,906.48,76,43.02,33.64,0.0776136,Normal,Monitor performance
Ranchi - Pune,9,1386.6,154.0666667,68.55555556,48.46666667,9.955555556,0.074247889,Normal,Monitor performance
Ranchi - Purnia,9,10637.8,1181.977778,78.66666667,51.24444444,50.27777778,0.073066444,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Ranchi - Raipur,14,14347.2,1024.8,72.92857143,50.65,37.80714286,0.082850214,Normal,Monitor performance
Ranchi - Ratlam,8,7876.5,984.5625,71.375,51.525,38.375,0.07323575,Normal,Monitor performance
Ranchi - Rewa,10,4368,436.8,69.9,49.52,18.83,0.0593048,Normal,Monitor performance
Ranchi - Rohtak,8,1089.4,136.175,77.875,50.95,11.225,0.033513125,Normal,Monitor performance
Ranchi - Rourkela,10,4807.5,480.75,66.2,51.23,17.02,0.118793,Normal,Monitor performance
Ranchi - Sagar,13,13519.2,1039.938462,69.30769231,48.42307692,40.43846154,0.050476538,Normal,Monitor performance
Ranchi - Salem,11,6957.5,632.5,71.63636364,50.45454545,31.93636364,0.030348818,Normal,Monitor performance
Ranchi - Sangli,16,5948.4,371.775,73.25,49.86875,18.73125,0.076954313,Normal,Monitor performance
Ranchi - Satna,15,6581.1,438.74,69.73333333,50.96666667,16.58,0.052578733,Normal,Monitor performance
Ranchi - Shimla,12,6022.2,501.85,67.5,50.35,25.19166667,0.037308833,Normal,Monitor performance
Ranchi - Silchar,12,5029.6,419.1333333,69.25,50.75,22.83333333,0.0293905,Normal,Monitor performance
Ranchi - Siliguri,13,9137.2,702.8615385,65.23076923,46.49230769,29.78461538,0.047688077,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Solapur,8,10056.7,1257.0875,76.125,44.7125,48.725,0.054026125,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Ranchi - Srinagar,9,4695.4,521.7111111,71.33333333,51.14444444,25.31111111,0.070578667,Normal,Monitor performance
Ranchi - Surat,11,3500.3,318.2090909,74,45.12727273,18.2,0.054198818,Normal,Monitor performance
Ranchi - Thiruvananthapuram,20,13247.2,662.36,71.45,51.11,29.52,0.0398377,Normal,Monitor performance
Ranchi - Tirunelveli,9,1150.5,127.8333333,73.66666667,47.71111111,10.9,0.039681778,Normal,Monitor performance
Ranchi - Tirupati,10,8037.7,803.77,71.6,55.62,29.95,0.0425759,Normal,Monitor performance
Ranchi - Tiruppur,15,11789.2,785.9466667,68.46666667,50.97333333,32.56,0.053344067,Normal,Monitor performance
Ranchi - Trichy,12,2215.1,184.5916667,66.66666667,48.94166667,12.58333333,0.03910125,Normal,Monitor performance
Ranchi - Udaipur,9,6505.2,722.8,66.33333333,49.05555556,30.28888889,0.059327889,Normal,Monitor performance
Ranchi - Ujjain,11,7859,714.4545455,65,50.80909091,33.32727273,0.037815455,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Vadodara,4,4795.4,1198.85,71.5,54.125,48.675,0.03752075,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Ranchi - Vidisha,13,9654.5,742.6538462,65.92307692,49.3,32.01538462,0.064056615,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Vijayawada,15,10539,702.6,64.86666667,50.40666667,30.84666667,0.042883133,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Visakhapatnam,8,1831.2,228.9,60.375,51.3,10.45,0.059883125,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Warangal,10,8705,870.5,65.6,56.47,38.35,0.0255945,Low Utilization Lane,Improve load planning and shipment consolidation
Ranchi - Yavatmal,11,12591.5,1144.681818,70.81818182,48.71818182,44.23636364,0.049807727,High Emission Lane,Evaluate cleaner fuel vehicles and routing
